"RegionName","City","State","Metro","CountyName","SizeRank","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03","2018-04","2018-05","2018-06","2018-07","2018-08","2018-09","2018-10","2018-11","2018-12"
"37042","Clarksville","TN","Clarksville","Montgomery County",11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247700,252900,250700,254900,251900,251900,254900,252900,253900,250500,250500,250500,257900,256400,258950,258000,259900,259900,259900,259900,260000,259900,264575,258900,259900,266900,269250,269625,267900,271450,277120.5,278500,271000,271000,272819,272569,272694,271324,272569
"77433","Cypress","TX","Houston-The Woodlands-Sugar Land","Harris County",12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,443900,448818.5,453400,471465,479000,484900,484119,472325,483100.5,487445,476016,474400,474400,519935,509937,496400,484450,511990,515990,502900,495000,513400,515900,503445,491990,485000,487737,484990,478045,492364.5,481490,489495,489500,489995,497990,459799,449799,465000,474999,467906.5,449950,454990,454900,461250,465000,442800,430167.5,455900,451990,468395,481900,499990,501653,501495,493738,479900,505000,515429,513821.5,509445,515000,510990,504990,499000,475000,476400,464128.5,459495,455552.5,448995
"77429","Cypress","TX","Houston-The Woodlands-Sugar Land","Harris County",13,334900,341554,332450,330000,334900,338000,325000,325000,319888,317170,308995,312000,295745,299654.5,299900,3e+05,307844,299900,295990,292980,295495,297990,286950,272000,275000,275000,276950,298500,301990,316000,329500,320000,329900,306990,306990,299950,299000,299993,3e+05,318000,339990,329999,310000,357990,369900,383700.5,417499,391463,411949,407250,399000,398900,389000,350000,389900,347500,389900,411330.5,412661,452245,447633,445276,424900,401708,394995,395500,405000,412250,399000,395000,394900,384258.5,385900,379534.5,380726,380000,375917.5,372133.5,374900,357357,360000,356716,356716,359441,367425,412500,404000,409950,385495,395392,4e+05,395000,374950,373470,380000,384947.5,399990,433706,422000,440000,449990,429900,435129.5,418800,418900,416838,407945,412450
"77479","Sugar Land","TX","Houston-The Woodlands-Sugar Land","Fort Bend County",14,517685,545900,545119.5,537966,525450,526410,499949.5,512000,515000,499999,507990,509900,499144.5,479990,489900,469000,445000,445000,439950,445000,445000,499987.5,459900,474800,487000,498000,475000,479000,479000,457444,440995,449000,447495,448232.5,448475,452990,486687.5,521290,532580,549000,549000,527995,514319,526950,526900,559900,578495,570000,570000,604499.5,610495,617045.5,591058.5,589450,563231,541137,572480,580900,595000,624900,595000,609900,647953,649000,649000,646500,638500,629900,619000,607990,588000,574370,574685,565000,588000,599900,599900,569440,568880,589140,589000,550000,555997.5,550000,589140,592450,590720,595000,598995,599900,609000,609000,624000,637245,625000,612888,599998,618800,627000,632500,637450,624500,663590,659000,690495,699880,692000,685000
"30044","Lawrenceville","GA","Atlanta-Sandy Springs-Roswell","Gwinnett County",15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307550,359460,368879,375000,369900,378400,383900,387095.5,386545.5,392095.5,395000,399000,386825,399000,399950,397525,403576,399950,399990,394100,383650,399000,408200
"30043","Lawrenceville","GA","Atlanta-Sandy Springs-Roswell","Gwinnett County",16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304846,295000,3e+05,289900,292500,3e+05,325562,309900,300584.5,285000,275000,292950,285000,292500,296950,329990,335000,324900,325500,319999,297000,304500,290165,320000,312400,322250,354900,366495,364500,345000,314900,302450,3e+05,309000,302449.5,299900,299900,294900,298400,299900,299900,312999,314900,314620,314620,314620,309900,315000,314777,320000,322450,324900,331292.5,334900,334900,329075,337250,339900,349950,350000,349900,349900,350000,359900
"28277","Charlotte","NC","Charlotte-Concord-Gastonia","Mecklenburg County",17,614450,614500,610000,599000,584450,575000,575000,575000,499900,548000,525000,499900,535000,525000,525000,512400,514500,504950,512000,549000,530000,499513,469950,493585,474900,550000,599000,621900,620900,599700,562900,556450,589250,589700,629847.5,589900,569700,574900,565000,575000,577250,592450,625000,599900,659950,619950,647000,624950,617499.5,669700,637437.5,644349,639900,597000,599000,584000,599000,585000,594462.5,585000,550000,575000,647500,722450,722450,699000,637000,579700,610000,579900,632449.5,599000,639000,649000,659900,685000,659900,649000,598360,596900,640000,606000,589000,592500,585000,680000,680000,669900,575000,599900,585470,557900,533990,525000,528500,515000,534900,557242.5,622500,636950,649900,639999,615000,599900,577450,559900,545000,532495
"78245","San Antonio","TX","San Antonio-New Braunfels","Bexar County",18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268736,271868,280741,253055.5,249145,245290,229995,232992.5,233247.5,231997.5,229840,228295,228995,229990,234900,226600,226300,229295,230100,230990,242250,244950,247250,250500,252200,249000,254900,251500,253000,254900
"77379","Spring","TX","Houston-The Woodlands-Sugar Land","Harris County",19,349950,319900,319000,329900,329900,327450,339900,349900,318000,322450,304574,299999,299999,299000,309900,335000,339710,329500,320000,319000,319950,319900,319900,319900,310896,310448,313250,311448,309000,302500,325000,329500,315000,319900,338250,339883.5,325950,335950,339900,326822,362435,342500,389495,389990,399500,406242.5,399990,410490,406000,391990,399000,402500,394999,429995,385500,393490,395490,399950,406990,372990,370000,374250,395967.5,395000,399000,399900,400151,409000,411990,399000,394999,399990,410000,395000,399900,395000,399000,397581,389450,380000,374997.5,359500,359500,360000,371990,385000,389950,393995,392990,395000,396000,379950,392499.5,384990,380800,359000,376495,375000,379999,379900,399900,379700,385000,379400,384805,389000,382397.5,4e+05
"30024","Suwanee","GA","Atlanta-Sandy Springs-Roswell","Gwinnett County",20,435900,438900,450000,429500,425000,409000,399900,409000,394000,389900,389382,379900,367000,366088,375000,379382,385900,399000,387900,375000,375000,380000,374900,370050,374450,359900,369900,353462.5,382450,375000,349900,350000,362450,375000,374000,374900,375000,365000,363999.5,350000,382450,390172.5,389475,399900,439000,444900,445990,428445,438950,450000,445990,459900,448900,449900,439900,464500,459900,466469.5,460700,470000,477614.5,513400,523900,5e+05,509000,489000,497000,494483,499900,521900,525257.5,525000,537807.5,559000,553426,539900,549950,549614.5,530000,545000,559900,573990,575000,570285,575000,564900,559929.5,579999,571986,573735,561395,563176.5,549000,559900,568154,569900,566400,569154,569900,574900,567599,569950,563738,559305,549900,572450,569450,564900
"33411","Royal Palm Beach","FL","Miami-Fort Lauderdale-West Palm Beach","Palm Beach County",21,370000,399000,399000,420000,385000,362375,349900,329900,330000,335000,354500,345000,345000,343000,345000,315000,304950,324000,319500,325000,315000,318000,325000,309838.5,308900,317000,341100,334995,339900,349900,349200,330000,344700,330000,325000,320000,349500,350000,361450,350000,350000,350000,364900,389000,399000,392000,399500,395000,420000,395000,389900,375000,385000,395000,395000,424000,419450,409450,448250,429450,409450,397450,399900,389900,399500,399000,407400,395900,415950,459000,470449.5,475000,481940,479900,457000,439900,422000,459450,479999,467492.5,479999,459950,450000,479900,462444,449450,460000,474900,469900,499972,495000,504986,499972,497500,490000,483495,476995,485000,471995,481500,480000,475000,479500,475000,475000,470000,467500,484495
"33139","Miami Beach","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade County",22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9614000,8989000,9750000,9750000,9900000,9995000,9947500,10725000,9750000,9550000,9372500,8925000,8925000,8700000,8725000,8950000,8972500,9247500,8725000,8500000,8725000,8e+06,8950000,9725000,10500000,8950000,8725000,8225000,8250000,8497500,7800000,8950000,8247500
"28027","Concord","NC","Charlotte-Concord-Gastonia","Cabarrus County",23,277000,279500,282445,289994.5,289999,297300,290500,271250,269900,269950,292990,269900,263725,263664.5,269900,284700,285000,312450,347000,348950,345500,348500,308919,318750,308919,289995,281976,271986,266647.5,268450,265400,261945,272515,274900,276900,283850,276400,280395,266200,276400,279515,271942.5,272942.5,278015,273442.5,267109.5,277945,279900,273220,277870,279800,280000,286070,294357,294357,299900,288900,299800,303895,332435,332990,332380,334735,329995,327490,332025,322000,324990,318445,320990,315000,315000,326990,342294.5,341000,335950,339900,365000,354999.5,365000,364900,340000,365000,341245,346200,325000,340000,359900,362495,349900,339900,339000,339000,342000,372445,374900,389900,371995,371945,370000,370000,375000,383990,374000,368400,368400,350000,346990
"66062","Olathe","KS","Kansas City","Johnson County",24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,429000,414250,450000,429950,399500,435000,440000,435000,437500,440000,464000,469725,483000,483000,478700,479250,495000,477450,475500,479925,481225,475500,475000,478975,474500,449900,474000,462420,460000,438425,437475,437450,429950,429950,420000,419950,399450,425000,417950,385087.5,412500,425236,425000,416950,424950,424950,425000,419925,413425,409450,411950,414950,414950,414950,414950,434337.5,424975,422475,419950,415000,418425,433950,433950,432113,423556.5,429000,422000,412000,432950,435000,449127.5
"30281","Stockbridge","GA","Atlanta-Sandy Springs-Roswell","Henry County",25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269900,257000,259900,259900,260250.5,258900,249994,254945,253549,258900,266945,280990,280900,281445,283990,288990,294651.5,299900,297650,290990,295374,299900,301302.5,307698,301712.5,300436.5,299850,299900,299500,294347.5,297489.5,294950,295303,296989,269000,256447.5,269000,265000,281140,294762,301055,305054,303649,303897,302915,297489.5,297990,299000,297990,304665,310395,315000
"80134","Parker","CO","Denver-Aurora-Lakewood","Douglas County",26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,534376.5,528803,524950,524925,466099.5,470245.5,471950,475925,496950,5e+05,500425,500950,501950,498610,503450,511125,511125,5e+05,529077,523887.5,529077,530179,529077,524990,535075,535125,538950,545650,549011.5,562900,552650,558150,590000,609900,656325,592333,598449,576114.5,563400,569900,567650,571100,581350,578100,576714.5,563750,561700,565900,570800,574900,573864.5,572350,574614.5,578800,599900,599900,610600,608750,615000,611950,612350,624700,625000
"34787","Winter Garden","FL","Orlando-Kissimmee-Sanford","Orange County",27,382450,377450,375000,359900,364990,358695,357700,357700,355000,344450,339900,329000,339990,339945,339900,344500,335000,326490,316990,320995,316990,329900,327990,334500,334500,333380,324500,326495,324815,344000,337000,329900,328900,357400,363990,342995,345000,362000,350551,339490,360000,372495,368990,375990,371740,372500,362990,367990,379990,393665,406440,414900,409195,419085,412445,415200,415000,416990,412995,417040,422995,425990,422990,415995,409000,426970,420854.5,435700,432990,442990,437990,437990,443990,430000,424900,406990,406335,414492.5,414435,414990.5,419744.5,423494.5,424990,411537.5,445990,448219,449000,448604.5,448219,458490,473842.5,474490,489900,491113.5,499700,497490,493995,478078,476727.5,467950,480490,483990,495000,489990,503490,495495,491495,493490
"97229","Portland","OR","Portland-Vancouver-Hillsboro","Multnomah County",28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,564975,539950,545900,577950,625500,624975,644900,649900,665000,624925,598950,618950,649450,649900,634925,594950,614950,599000,599950,599995,599950,599950,612450,659900,677425,642972.5,669450,699000,699000,699900,677000,712995,712995,699000,719995,769900,727995,702995,740247.5,743995,739250,734290,729900,734290,719995,715472.5,727997.5,730495,729950,740995,729972.5,789900,789900,774999.5,739995,777450,764975,712450,717497.5,699995,679995,775000,788900,749995,797000,779000,780000,779900,794700,769900,772450
"76063","Mansfield","TX","Dallas-Fort Worth-Arlington","Tarrant County",29,244990,244990,246100,245500,248990,249445,244900,249450,249900,249990,250000,249990,247490,263000,255950,255475,256725,255950,257500,259500,259444,261950,249900,249900,249900,239875,261900,235000,239900,254900,289900,292500,295000,285750,285750,289900,289900,292980,288350,294900,318343.5,316423,325000,314990,298450,299900,289733.5,293233.5,310000,310000,310000,312450,315000,325000,298500,314900,296500,3e+05,298150,340344,349995,341495,364990,368990,359900,379950,360000,356945,357445,347500,351945,359900,357945,360445,364950,332500,352500,327200,327500,337000,349750,341400,370000,327500,365000,414493.5,418990,413997,384450,374900,381450,378450,375000,410000,425000,452755.5,456495,463863.5,473968.5,473000,451530.5,435514,420000,401429.5,414054.5,417224.5,413559.5,395500
"77459","Missouri City","TX","Houston-The Woodlands-Sugar Land","Fort Bend County",30,395000,389900,390945,380950,370000,374000,359900,349944.5,345000,317561.5,323450,310499.5,3e+05,329900,343500,350776,351553,359900,349700,354945,335000,369000,375000,374944.5,364900,349950,369900,364990,345000,328000,331012.5,352000,375000,369997,369000,410900,375000,392994,394500,424999,458500,462481,469660,469447,472900,473950,485995,525000,482990,478900,512489,542409,486900,544977,549990,564450,597500,567489.5,575023,619000,621400,601390,585950,597440,595000,585950,599998,599990,552990,568492.5,540995,569990,619692,549992.5,549990,578994.5,599000,579900,503750,519000,499990,499000,499900,483992.5,489990,498000,498250,507500,525000,524994.5,524999.5,520000,499900,498989,498989,489905,480000,498900,499250,496489.5,503495,470750,489200,494500,499595,478222,456000,464990
"91709","Chino Hills","CA","Riverside-San Bernardino-Ontario","San Bernardino County",31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,949394,1075000,1030000,1048000,976500,975000,975000,987400,985000,989372.5,999888,988000,969755,938888,925452.5,914900,949888,947250,942500,947250,947250,968000,984570,985179,1000475,968000,1032450,977494,1051000,1139900,1210254,1198950,1167400,1125100
"75056","The Colony","TX","Dallas-Fort Worth-Arlington","Denton County",32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,499900,5e+05,500770,486990,492990,498990,497990,559492,511990,524500,548496.5,539288,543900,558622.5,564757,542450,567995,557450,600181,535995,550000,567000,544490,559990,556058,548495,529990,552990,549000,549450,565990,575000,585000,571995,568990,575945,549350.5,597555.5,550000,570000,545344,589900,551990,561990,548728.5,538460.5,534980,553824,557962,558815,571990,562890,563000,569400,578990,605000,605000,599717,595853.5,590945,615400,610400,619450,641995,683568,619000,600495,605000,599900,585490,600990
"33647","Tampa","FL","Tampa-St. Petersburg-Clearwater","Hillsborough County",33,369900,359950,349945,359900,365000,365000,354450,362400,333450,299900,299900,292450,284990,285000,295000,299990,299990,302995,305495,299990,310950,288990,282990,288495,290000,299900,299990,306950,319990,315000,313152.5,309722.5,309900,319990,326990,318500,329790,329900,329990,350990,357990,380445,389900,379900,371990,358945,361490,368990,339145,334500,344900,335000,355000,343990,349490,349990,343990,329995,343990,349806,349900,344945,349900,346950,349900,349000,344900,341645,341395,371445,369900,372990,384999.5,375000,382400,390950,379000,387000,388000,387000,382450,379900,393445,382450,399450,390495,378950,405000,4e+05,399950,399900,398900,4e+05,423990,422900,425000,434950,435900,430449.5,407945,424900,399990,399900,404724,399900,399995,415990,420000
"30040","Cumming","GA","Atlanta-Sandy Springs-Roswell","Forsyth County",34,399900,399900,394950,395000,380200,389900,379000,389900,366231.5,374000,355000,329600,329900,329900,324900,334750,329950,324000,324900,310000,324950,319900,310000,314800,304790,304790,310000,327500,339000,328662.5,324400,309900,309890,334950,325000,335000,349000,349811.5,359900,369950,374450,375000,384900,387500,398900,399900,389000,382400,375262.5,383470.5,381700,384950,375000,381200,379990,389900,390900,399995,395000,398750,399000,396942,399000,399900,403782.5,407752,417400,409899.5,4e+05,403900,399945,402569,399995,415107.5,417650,418815,418772.5,417400,419492.5,420000,425450,430000,435695,438500,434270.5,449000,435675,439900,440000,442215,446900,453030,456450,452900,449900,450000,451900,449900,449995,449900,452900,455285,455898,448872,454887.5,451179,449900,456990
"27587","Wake Forest","NC","Raleigh","Wake County",35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,512499.5,550000,493950,490700,490750,493900,517400,499800,499600,469990,490199.5,486999,478990,471950,472400,469900,484950,502105,518800
"92336","Fontana","CA","Riverside-San Bernardino-Ontario","San Bernardino County",36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,467000,449000,455000,459999,467450,465000,462449.5,461950,451999.5,451500,446875,445000,445000,449800,468940,460950,466450,460000,469000,471950,449900,464900,449000,447000,469000,455000,475000,472494,475000,477444,475000,466500,479350,478900,464000,464500,479900,498000,498000,499000,499998,499990,499000,509000,504500,496500,498000,498000,549900,550000,550000,549995,552449.5,539495,539944,544944,544590,541345,528000
"77845","College Station","TX","College Station-Bryan","Brazos County",37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,524900,587000,514900,472400,469900,455400,464900,469900,464900,450900,455450,449900,449900,474450,479900,517450,529900,540000,582450,539950,539900,469450,489450
"65203","Columbia","MO","Columbia","Boone County",38,415000,409900,389900,389900,389900,379500,389000,389900,389900,385000,385000,394000,375000,379900,377950,371500,359900,357375,350000,349900,364450,366950,369950,379000,377000,377450,389900,415000,407450,419888,409900,395000,380400,385900,394500,382900,382900,387450,377450,399900,404950,399900,399900,384900,369900,379900,359950,369900,379900,379700,378900,392400,394900,394950,395450,394950,392450,379000,397450,409900,425000,439000,412400,379900,375000,359900,388450,409900,374950,390000,390100,397450,390000,379900,374900,378700,390000,399950,393200,387900,382500,394950,380000,380000,394500,409400,419950,419900,422450,415000,414950,419450,419900,419450,417950,415900,416900,412450,415900,419900,412450,399900,399900,394000,410000,399900,399900,412400
"30188","Woodstock","GA","Atlanta-Sandy Springs-Roswell","Cherokee County",39,350000,337900,338900,359900,350000,359900,350000,358750,354400,358400,349950,349900,331400,329900,325000,324900,325000,325000,316450,309900,310000,310000,310450,309950,324450,329000,325000,322905,309900,302663,323900,321900,334990,359628,349950,350000,352566.5,350000,355815,364900,358990,359445,363445,360106.5,361301.5,369995,375000,389900,387400,379900,385000,385000,404900,408944,406990,399995,411445,408900,401900,406945,410012.5,406990,406900,410400,401900,399900,4e+05,402990,406495,413337.5,405900,409945,414400,417412.5,419900,424900,420900,424900,420900,432900,425800,423900,430800,426616,430180,438900,435900,425000,424945,430180,429900,437849.5,451927.5,459900,455900,459900,461795,462847.5,464975,464937.5,449900,460000,463900,480000,492450,482765,487450,480765
"77450","Cinco Ranch","TX","Houston-The Woodlands-Sugar Land","Fort Bend County",40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,439900,449500,442450,445450,445000,419900,450000,450000,449500,445000,425000,442000,458450,514500,550000,529995,535000,534995,492000,492000,459950,449500,449500,449500,495000,524900,530000,515000,475000,475000,460000,469945,499450,484500,462500,499000,515000,525000,525000,515000,502000,479990,474900,455000,455000,472650,489450,489450,497000,510000,479000,449250,449500,432500,427000,412000,409000,415000
"92503","Riverside","CA","Riverside-San Bernardino-Ontario","Riverside County",41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,482400,490000,473000,454900,472500,484900,496900,491900,507290,501986,480980,492990,529400,538518,519799,529400,525450,539990,554995,544900,564500,549990,562990,560000,555990,559990,559995,554000,591500,579990,569990,582434,599945,599949.5,599900,590000,604697.5,616646.5,646990,627820.5,629000,669000,666224,663495,655295,641590,668912.5,632695,655000,625000,636890,649350,653990,653990,643900,670000,669500,679990
